sample_id,step_index,is_hallucination,L0_Fiedler,L1_Fiedler,L2_Fiedler,L3_Fiedler,L4_Fiedler,L5_Fiedler,L6_Fiedler,L7_Fiedler,L8_Fiedler,L9_Fiedler,L10_Fiedler,L11_Fiedler,L12_Fiedler,L13_Fiedler,L14_Fiedler,L15_Fiedler,L16_Fiedler,L17_Fiedler,L18_Fiedler,L19_Fiedler,L20_Fiedler,L21_Fiedler,L22_Fiedler,L23_Fiedler,L24_Fiedler,L25_Fiedler,L26_Fiedler,L27_Fiedler,L28_Fiedler,L29_Fiedler,L30_Fiedler,L31_Fiedler,L0_HFER,L1_HFER,L2_HFER,L3_HFER,L4_HFER,L5_HFER,L6_HFER,L7_HFER,L8_HFER,L9_HFER,L10_HFER,L11_HFER,L12_HFER,L13_HFER,L14_HFER,L15_HFER,L16_HFER,L17_HFER,L18_HFER,L19_HFER,L20_HFER,L21_HFER,L22_HFER,L23_HFER,L24_HFER,L25_HFER,L26_HFER,L27_HFER,L28_HFER,L29_HFER,L30_HFER,L31_HFER,L0_Smoothness,L1_Smoothness,L2_Smoothness,L3_Smoothness,L4_Smoothness,L5_Smoothness,L6_Smoothness,L7_Smoothness,L8_Smoothness,L9_Smoothness,L10_Smoothness,L11_Smoothness,L12_Smoothness,L13_Smoothness,L14_Smoothness,L15_Smoothness,L16_Smoothness,L17_Smoothness,L18_Smoothness,L19_Smoothness,L20_Smoothness,L21_Smoothness,L22_Smoothness,L23_Smoothness,L24_Smoothness,L25_Smoothness,L26_Smoothness,L27_Smoothness,L28_Smoothness,L29_Smoothness,L30_Smoothness,L31_Smoothness,L0_Entropy,L1_Entropy,L2_Entropy,L3_Entropy,L4_Entropy,L5_Entropy,L6_Entropy,L7_Entropy,L8_Entropy,L9_Entropy,L10_Entropy,L11_Entropy,L12_Entropy,L13_Entropy,L14_Entropy,L15_Entropy,L16_Entropy,L17_Entropy,L18_Entropy,L19_Entropy,L20_Entropy,L21_Entropy,L22_Entropy,L23_Entropy,L24_Entropy,L25_Entropy,L26_Entropy,L27_Entropy,L28_Entropy,L29_Entropy,L30_Entropy,L31_Entropy
0,1,0,0.37796867,0.77229553,0.7949734,0.77869403,0.6703388,0.57613635,0.48923913,0.4160017,0.43094233,0.43493047,0.41858274,0.39370212,0.3135387,0.3945408,0.3554769,0.39316663,0.44877753,0.5359238,0.6412647,0.6646446,0.59033144,0.58681625,0.61912775,0.750789,0.7195936,0.7783815,0.63161194,0.7008454,0.60739017,0.6900333,0.50862074,0.43898058,0.4193304479122162,0.014690996147692204,0.03415399789810181,0.032563600689172745,0.040760528296232224,0.0856870636343956,0.11249681562185287,0.16507363319396973,0.15956217050552368,0.19758231937885284,0.13632851839065552,0.17354413866996765,0.21196159720420837,0.17494679987430573,0.17939583957195282,0.1665113866329193,0.17531314492225647,0.20682376623153687,0.19432346522808075,0.21463382244110107,0.22665250301361084,0.2565208971500397,0.32608360052108765,0.35040974617004395,0.42049741744995117,0.41492870450019836,0.469421923160553,0.4998338222503662,0.5529437065124512,0.5686203241348267,0.572110116481781,0.662481963634491,0.7980381720171826,1.0308521219323687,1.037949534193773,1.0404671006571746,1.032501174114039,1.0178308129123737,1.0138784220224881,1.0067821690815173,1.0103891456838627,1.005175147064931,1.016069531400919,1.0099508699848492,1.0100521070176396,1.0087265070101936,1.0049616052907175,1.013630661045879,1.0203322791478002,0.9960338106861577,1.011540551683306,0.9951140980476689,0.9803144882145862,0.9445324446444615,0.921793881722578,0.9115868501876919,0.8825489283693175,0.8903471741045573,0.814899730639883,0.8043834455328005,0.7593916992130595,0.7338686036506794,0.6605658414054021,0.6897105615854173,1.8852144479751587,0.4941509962081909,1.4324955940246582,1.0731487274169922,1.0075898170471191,1.548482894897461,1.5210825204849243,1.6632773876190186,2.0728445053100586,2.094057559967041,1.8568509817123413,2.0914769172668457,1.8690185546875,2.3921966552734375,1.8791807889938354,2.0034594535827637,2.0049338340759277,2.1777548789978027,2.0358493328094482,2.1189005374908447,2.316683292388916,1.9918124675750732,2.2033026218414307,1.9393832683563232,1.988617181777954,1.8710638284683228,2.0193915367126465,1.930140495300293,1.626713514328003,1.7654427289962769,1.7698123455047607,1.7337008714675903
0,2,0,0.38,0.77200484,0.7899252,0.7751566,0.6697793,0.5739349,0.4905741,0.41781873,0.42877567,0.43473566,0.41315123,0.39063767,0.31138846,0.39859718,0.35872844,0.39679497,0.4439144,0.53686875,0.6306424,0.6623574,0.58799535,0.5954822,0.63497436,0.7630173,0.724655,0.77880424,0.6330252,0.7016734,0.6033483,0.6913013,0.5290942,0.4450149,0.41424810886383057,0.014911352656781673,0.041954994201660156,0.02621370553970337,0.04362410306930542,0.08662213385105133,0.11366710066795349,0.15496447682380676,0.16643905639648438,0.19856183230876923,0.14921003580093384,0.17832273244857788,0.21039429306983948,0.19327819347381592,0.1899326890707016,0.16872939467430115,0.17757661640644073,0.2078244388103485,0.19452208280563354,0.21486374735832214,0.22561241686344147,0.264004111289978,0.32672417163848877,0.3540356457233429,0.4488145411014557,0.41917896270751953,0.4713314473628998,0.5047444105148315,0.5557357668876648,0.5700699090957642,0.569999635219574,0.667125940322876,0.7981811311304333,1.0311506830958614,1.038285342108245,1.0408068731532383,1.0327965275090354,1.0180218795665825,1.014152524555584,1.007004319915307,1.010563992979213,1.0052831331253587,1.016170211302696,1.0100060065104546,1.0101134379244028,1.0087671357510382,1.0050413349202512,1.013589000776671,1.0200961462450004,0.995772801963473,1.0111831770220563,0.9946945607267424,0.9796684147558271,0.9436785163655605,0.9207732308742058,0.9101859848973262,0.8811582064450056,0.8888748186624842,0.8133939723553468,0.8029699626336759,0.7581274376477088,0.7324517498237939,0.6595916171824869,0.6895882721923353,1.8841981887817383,0.4668654799461365,1.4227192401885986,0.9446280598640442,1.3390494585037231,1.4367164373397827,1.531402349472046,1.4710896015167236,1.900766372680664,1.893842101097107,1.7966200113296509,1.955719232559204,1.675392508506775,2.3059349060058594,1.7778146266937256,2.0377197265625,2.2096738815307617,2.0629756450653076,2.1039159297943115,2.135542869567871,2.2340407371520996,2.0086872577667236,2.2516090869903564,1.9527617692947388,1.9938249588012695,1.8209483623504639,1.99995756149292,1.9118590354919434,1.6213871240615845,1.7546213865280151,1.740578055381775,1.7016624212265015
0,3,0,0.38252237,0.76390004,0.7962799,0.7749008,0.668828,0.5703321,0.49215367,0.42052296,0.43348357,0.43968055,0.4172431,0.38905767,0.31081337,0.39769506,0.36288297,0.3925332,0.4462097,0.5350312,0.6395315,0.662196,0.58739597,0.5963586,0.61954266,0.7625228,0.74147123,0.78010416,0.6368687,0.7025388,0.60658735,0.6961661,0.52531207,0.4495688,0.41681623458862305,0.014248261228203773,0.049098316580057144,0.03695211187005043,0.04176008328795433,0.08423192799091339,0.11482096463441849,0.16761533915996552,0.1627531498670578,0.2321462780237198,0.1469549834728241,0.1740654557943344,0.2146698534488678,0.19441168010234833,0.18321120738983154,0.16767029464244843,0.17850930988788605,0.21114422380924225,0.20145867764949799,0.21470245718955994,0.22940945625305176,0.26039376854896545,0.33001142740249634,0.3575606048107147,0.4221162497997284,0.42386025190353394,0.4804394543170929,0.5097987651824951,0.5569736957550049,0.5710121393203735,0.5712370872497559,0.6628972887992859,0.7978649307508907,1.0314130075384391,1.038535324818738,1.041084702576965,1.033025250330404,1.0181507172730135,1.0142779524553247,1.007139210271619,1.0107345669889864,1.005326747594712,1.0161967221144594,1.0099752562546689,1.0101587991340422,1.0086788148144112,1.0048778813450878,1.0134023668458834,1.019978522613115,0.9955673071755149,1.010940144547583,0.9942399370242708,0.979066006212263,0.9428060873814793,0.9196915139842378,0.9088104200650887,0.8797933553465584,0.8873312374556583,0.8118460519442754,0.8013729086425792,0.7567704969435146,0.7312442420375463,0.6589025331684679,0.6891641700371492,1.8883142471313477,0.7000073790550232,1.5086028575897217,1.0748385190963745,1.367486834526062,1.5970120429992676,1.2779078483581543,1.5424315929412842,1.8664231300354004,2.0270395278930664,1.7364728450775146,1.9725391864776611,1.877424955368042,2.3559887409210205,1.8749909400939941,2.0462660789489746,2.202037811279297,2.1751558780670166,2.038977861404419,2.0723555088043213,2.344252109527588,2.049198627471924,2.1547279357910156,1.8604576587677002,2.0166120529174805,1.7882236242294312,1.9615370035171509,1.9232311248779297,1.6310123205184937,1.7621703147888184,1.771371603012085,1.7380578517913818
0,4,0,0.37326002,0.7638936,0.78883064,0.77405834,0.66847754,0.57127166,0.4904698,0.4189587,0.4345771,0.4589032,0.41331145,0.38537154,0.3118922,0.39682367,0.35644475,0.39441574,0.44947287,0.53322536,0.6187783,0.663743,0.58715105,0.595643,0.62422603,0.76551116,0.74094754,0.78201544,0.63436913,0.69966316,0.6078831,0.6915843,0.5253427,0.45160365,0.4203762710094452,0.013907896354794502,0.046507321298122406,0.03900150582194328,0.04319026693701744,0.0875314474105835,0.11428876221179962,0.16298368573188782,0.16840510070323944,0.220340758562088,0.14866071939468384,0.1833128184080124,0.20876364409923553,0.20572088658809662,0.18094398081302643,0.1710095852613449,0.18118217587471008,0.21097315847873688,0.20412614941596985,0.22015944123268127,0.2237095832824707,0.2636130154132843,0.33151140809059143,0.35896044969558716,0.45532503724098206,0.42740607261657715,0.48328089714050293,0.5117214322090149,0.5573782920837402,0.571749746799469,0.5698654651641846,0.6653632521629333,0.7975700881351887,1.0316493982984964,1.0387804186628637,1.041351257470128,1.03321763584104,1.0182738676880165,1.0143416449468894,1.007223943811699,1.0108052760179076,1.0052281097739937,1.0161113073026895,1.009868517979971,1.0101419811812502,1.008547514169074,1.0048096200276853,1.0133500385505012,1.0199747391039147,0.9954647677489236,1.010841444831959,0.9941188950392167,0.9787432763877774,0.9422196119020366,0.918932365303783,0.9077988534057084,0.8787881833437019,0.8861648529589119,0.8106209245263624,0.8001139961924176,0.7555924704516861,0.7305017999161776,0.658618803761962,0.6889454904040959,1.8702974319458008,0.6513711810112,1.482749581336975,0.9509391188621521,1.4137659072875977,1.518728494644165,1.1196743249893188,1.5539586544036865,1.8191231489181519,2.156301498413086,1.813476324081421,1.992392659187317,1.7525146007537842,2.3170623779296875,1.8869483470916748,2.027310371398926,2.1625425815582275,2.1809163093566895,2.105067491531372,2.150798797607422,2.269322395324707,2.030557632446289,2.2216899394989014,1.9343209266662598,2.0256240367889404,1.8524854183197021,1.9351385831832886,1.938214898109436,1.623253345489502,1.7776395082473755,1.7343984842300415,1.7155548334121704
0,5,0,0.37636423,0.7549035,0.7856897,0.77184993,0.6714429,0.57084405,0.48957258,0.41683024,0.43242317,0.43779054,0.41177043,0.38221416,0.30990213,0.3990276,0.35450646,0.3939034,0.44897285,0.5323516,0.6269036,0.65836054,0.58779335,0.59437096,0.6275485,0.7642255,0.735206,0.7742401,0.63198537,0.7060995,0.6070556,0.6846603,0.52288336,0.4557278,0.41045650839805603,0.014510944485664368,0.03327900171279907,0.026104506105184555,0.04239581152796745,0.08191567659378052,0.11361140012741089,0.16426245868206024,0.14546935260295868,0.24403096735477448,0.15260080993175507,0.17221571505069733,0.20893266797065735,0.20501264929771423,0.18720895051956177,0.17118261754512787,0.17803670465946198,0.20764358341693878,0.206033855676651,0.21663114428520203,0.2272374927997589,0.2634185552597046,0.33093079924583435,0.357215017080307,0.4431420862674713,0.42507290840148926,0.4854426383972168,0.5159446597099304,0.560930609703064,0.5750784277915955,0.5670084357261658,0.6618963479995728,0.7975949776592344,1.0320953212074568,1.0391963488176155,1.0418111151624803,1.0335899360050569,1.0185426783708913,1.014504992688858,1.007340593975046,1.010830067459823,1.0052042739066647,1.0160684955457953,1.0098170099610764,1.0100603247494853,1.0083743092829938,1.0047582417343404,1.013362606275948,1.0198978841675401,0.9951699449814518,1.0106000432949855,0.9938011461730333,0.9782867208637125,0.9418062829743014,0.9183325919729278,0.9068696677259718,0.8777750914455554,0.8852820452650663,0.8097779015060828,0.79941700449045,0.7548512536016447,0.730048373277744,0.658255781424931,0.6886437474309696,1.891592264175415,0.6264222264289856,1.3859857320785522,1.0598946809768677,1.3469610214233398,1.3859107494354248,1.477341651916504,1.3940281867980957,1.4647538661956787,1.914135217666626,1.643784999847412,1.714734673500061,1.8736704587936401,2.25454044342041,1.9493603706359863,2.027193069458008,2.1984148025512695,2.122958183288574,1.9785425662994385,2.0941367149353027,2.281696081161499,2.0548620223999023,2.154794216156006,1.9145221710205078,1.9937936067581177,1.7378270626068115,1.9676282405853271,1.91103196144104,1.6132375001907349,1.7492518424987793,1.766554594039917,1.7477238178253174
1,1,1,0.37936273,0.77551216,0.78840244,0.77234495,0.67252374,0.5701677,0.4880202,0.41926023,0.43262798,0.436765,0.41570744,0.39750907,0.31219032,0.3997586,0.3581504,0.39232364,0.4474491,0.5351269,0.63431716,0.66537374,0.58355767,0.59575886,0.6257621,0.76289016,0.7424155,0.7822545,0.6349871,0.7158496,0.6083999,0.6905307,0.5283466,0.43622786,0.4200838804244995,0.01413288526237011,0.027544301003217697,0.026881203055381775,0.03733241558074951,0.08494596928358078,0.11084356158971786,0.16218605637550354,0.14989960193634033,0.2151280641555786,0.1450241655111313,0.17734040319919586,0.20098082721233368,0.19112257659435272,0.17805930972099304,0.1623239666223526,0.17812933027744293,0.20976123213768005,0.19462665915489197,0.21310557425022125,0.22319678962230682,0.2584419548511505,0.3259478807449341,0.35206496715545654,0.4409841299057007,0.41843220591545105,0.4684651494026184,0.5054600238800049,0.5528339743614197,0.5688887238502502,0.5698674321174622,0.6632799506187439,0.7980381720171826,1.0308521219323687,1.037949534193773,1.0404671006571746,1.032501174114039,1.0178308129123737,1.0138784220224881,1.0067821690815173,1.0103891456838627,1.005175147064931,1.016069531400919,1.0099508699848492,1.0100521070176396,1.0087265070101936,1.0049616052907175,1.013630661045879,1.0203322791478002,0.9960338106861577,1.011540551683306,0.9951140980476689,0.9803144882145862,0.9445324446444615,0.921793881722578,0.9115868501876919,0.8825489283693175,0.8903471741045573,0.814899730639883,0.8043834455328005,0.7593916992130595,0.7338686036506794,0.6605658414054021,0.6897105615854173,1.8652328252792358,0.5204141139984131,1.1546827554702759,0.7971736192703247,1.5730786323547363,1.4717662334442139,1.4678930044174194,1.7537522315979004,1.933955192565918,2.0991501808166504,1.8402001857757568,2.004281520843506,1.814455270767212,2.3732731342315674,1.806527853012085,1.9576849937438965,2.195143938064575,2.2086527347564697,2.1010427474975586,2.033508062362671,2.3388047218322754,2.0549745559692383,2.171450614929199,1.9394534826278687,2.038378953933716,1.8619502782821655,1.9537534713745117,1.918757677078247,1.6230660676956177,1.7794320583343506,1.7502176761627197,1.7293639183044434
1,2,1,0.3783977,0.77101815,0.7682337,0.7721217,0.6669097,0.56812996,0.4882543,0.4203388,0.43563813,0.43672383,0.4121223,0.39049265,0.3097876,0.3921174,0.35271126,0.39526272,0.44706404,0.5416311,0.6317072,0.6592771,0.5867568,0.5953733,0.62731403,0.7640131,0.74326324,0.7779193,0.63080806,0.70216703,0.60369503,0.69037604,0.5251062,0.443792,0.4177941679954529,0.014931787736713886,0.03233838453888893,0.034585852175951004,0.042284801602363586,0.0868392288684845,0.10957387089729309,0.15956629812717438,0.15227322280406952,0.21887783706188202,0.14465945959091187,0.16433915495872498,0.21681371331214905,0.20311395823955536,0.18443962931632996,0.1665198802947998,0.18076187372207642,0.2100553959608078,0.19738657772541046,0.2099536657333374,0.2227064073085785,0.25729361176490784,0.3225809633731842,0.3533002436161041,0.41834694147109985,0.4202522337436676,0.47763046622276306,0.5088688135147095,0.5550021529197693,0.5699500441551208,0.5707181096076965,0.6659221649169922,0.7981811311304333,1.0311506830958614,1.038285342108245,1.0408068731532383,1.0327965275090354,1.0180218795665825,1.014152524555584,1.007004319915307,1.010563992979213,1.0052831331253587,1.016170211302696,1.0100060065104546,1.0101134379244028,1.0087671357510382,1.0050413349202512,1.013589000776671,1.0200961462450004,0.995772801963473,1.0111831770220563,0.9946945607267424,0.9796684147558271,0.9436785163655605,0.9207732308742058,0.9101859848973262,0.8811582064450056,0.8888748186624842,0.8133939723553468,0.8029699626336759,0.7581274376477088,0.7324517498237939,0.6595916171824869,0.6895882721923353,1.8810385465621948,0.5269109606742859,1.3909580707550049,1.1714907884597778,1.4432487487792969,1.4058799743652344,1.4509035348892212,1.6123377084732056,1.8496824502944946,2.076904058456421,1.7894949913024902,1.9485282897949219,1.899747610092163,2.432234048843384,1.7989269495010376,2.066979169845581,2.1897947788238525,2.207632303237915,1.9133952856063843,2.170804262161255,2.271545171737671,1.9667251110076904,2.211088180541992,1.8913700580596924,1.9665387868881226,1.8473482131958008,1.9569096565246582,1.9362452030181885,1.62467622756958,1.7833211421966553,1.7714213132858276,1.7142090797424316
1,3,1,0.3863121,0.780216,0.80287325,0.77366084,0.6726484,0.5674304,0.4899369,0.40343973,0.43319038,0.430287,0.41484454,0.39071566,0.30623433,0.39421794,0.35616952,0.3945987,0.44911572,0.5326859,0.6329179,0.6643834,0.5877366,0.59485865,0.6261563,0.7629139,0.7428096,0.7765038,0.6353987,0.70158356,0.60834444,0.69059306,0.5252137,0.44968113,0.41578787565231323,0.014327913522720337,0.04132881760597229,0.027415145188570023,0.04450840875506401,0.08689405024051666,0.1152191162109375,0.16576242446899414,0.15879137814044952,0.21120895445346832,0.14932651817798615,0.17064477503299713,0.21299853920936584,0.20528285205364227,0.18394456803798676,0.17013351619243622,0.17905183136463165,0.20596224069595337,0.20307835936546326,0.21557597815990448,0.22845254838466644,0.2547568082809448,0.3305503726005554,0.35531091690063477,0.44715937972068787,0.42497894167900085,0.4814286530017853,0.5096744298934937,0.5565478205680847,0.5721948742866516,0.5723918080329895,0.6644529700279236,0.7978649307508907,1.0314130075384391,1.038535324818738,1.041084702576965,1.033025250330404,1.0181507172730135,1.0142779524553247,1.007139210271619,1.0107345669889864,1.005326747594712,1.0161967221144594,1.0099752562546689,1.0101587991340422,1.0086788148144112,1.0048778813450878,1.0134023668458834,1.019978522613115,0.9955673071755149,1.010940144547583,0.9942399370242708,0.979066006212263,0.9428060873814793,0.9196915139842378,0.9088104200650887,0.8797933553465584,0.8873312374556583,0.8118460519442754,0.8013729086425792,0.7567704969435146,0.7312442420375463,0.6589025331684679,0.6891641700371492,1.891729712486267,0.49286168813705444,1.483373761177063,0.9538055658340454,1.4922245740890503,1.4581060409545898,1.2252105474472046,1.5337154865264893,1.8321070671081543,1.8509271144866943,1.7512725591659546,1.9623125791549683,1.703328251838684,2.134730339050293,1.8622949123382568,2.091412305831909,2.227813482284546,2.0959880352020264,2.0498239994049072,2.140077590942383,2.3463947772979736,1.9864861965179443,2.2029800415039062,1.9213879108428955,2.046997308731079,1.8016564846038818,1.931370735168457,1.9402636289596558,1.6040129661560059,1.774012565612793,1.7425816059112549,1.7354907989501953
1,4,1,0.38375813,0.7718777,0.78833365,0.75755477,0.6750459,0.5696796,0.4870757,0.41974756,0.4320211,0.4339085,0.41237244,0.38570327,0.31300077,0.39933032,0.35525587,0.39624387,0.4501091,0.56026655,0.6308252,0.66353977,0.58882594,0.5939571,0.62374324,0.755857,0.74123657,0.7796032,0.6344558,0.703721,0.6017692,0.69017714,0.512466,0.45138213,0.41646990180015564,0.014548803679645061,0.04548051208257675,0.04090017080307007,0.04228157922625542,0.08594440668821335,0.11463947594165802,0.16370734572410583,0.16563643515110016,0.22844183444976807,0.14926309883594513,0.17699940502643585,0.21543416380882263,0.20266610383987427,0.1875603199005127,0.17116715013980865,0.18151657283306122,0.21566857397556305,0.2025042623281479,0.21529847383499146,0.22733967006206512,0.2628835439682007,0.32866403460502625,0.3583933711051941,0.44015201926231384,0.4255635440349579,0.48124033212661743,0.5086077451705933,0.5568625330924988,0.5717187523841858,0.5682182908058167,0.6640377640724182,0.7979165614296264,1.0316556864025104,1.038796540738201,1.0414026684585902,1.0332882361519053,1.018328116105721,1.0143866967466755,1.0072394759613668,1.01081256802024,1.0052570394638676,1.016151729881366,1.0099099930113427,1.0101300175755434,1.0085526473534423,1.0047952942444447,1.0132827805722875,1.0199305428305532,0.9953703650534245,1.010701193761328,0.9939618743965691,0.978621030265226,0.9419768331244256,0.9187090537416656,0.9076702739710125,0.8787874625432359,0.8861590401561711,0.8106304418081051,0.8001245557432352,0.7556022074632442,0.7305077656352491,0.6586286670252922,0.6887211175753088,1.8909597396850586,0.5375716090202332,1.4750388860702515,0.9829729199409485,1.4575880765914917,1.6451084613800049,1.4229849576950073,1.5988388061523438,1.9570116996765137,2.0593316555023193,1.6763064861297607,2.119088649749756,1.7548093795776367,2.4438579082489014,1.8755711317062378,1.9369468688964844,2.2080271244049072,2.191884994506836,1.9496958255767822,2.131459951400757,2.3158628940582275,2.0493650436401367,2.187654972076416,1.9065673351287842,2.0001585483551025,1.829167127609253,1.9741466045379639,1.9329270124435425,1.6204841136932373,1.781574010848999,1.760475516319275,1.7257359027862549
1,5,1,0.37718564,0.7582397,0.7947383,0.7582568,0.66981745,0.5712033,0.48886982,0.42114338,0.43199235,0.4329259,0.41555175,0.38318396,0.30730873,0.39802673,0.35188425,0.392731,0.4477607,0.52622974,0.6295707,0.6517213,0.5914021,0.59590536,0.6270108,0.7656891,0.7342566,0.77793705,0.6308832,0.70298636,0.6123489,0.6909911,0.5232666,0.45542875,0.41392967104911804,0.013667715713381767,0.03726801648736,0.02657904103398323,0.04190221056342125,0.08442492038011551,0.11702525615692139,0.1719418615102768,0.152405247092247,0.2364160120487213,0.15160821378231049,0.17812609672546387,0.21282757818698883,0.18345272541046143,0.19102291762828827,0.16951718926429749,0.18027329444885254,0.21192018687725067,0.20123417675495148,0.21596567332744598,0.22999636828899384,0.26334139704704285,0.3376748263835907,0.36682143807411194,0.44165632128715515,0.4287627637386322,0.4822247326374054,0.5149337649345398,0.559623658657074,0.5742170214653015,0.5663104057312012,0.6594342589378357,0.797928298609021,1.0321009218892494,1.0392177286336017,1.0418690039489746,1.0336564832020172,1.0185953378584252,1.014554570535501,1.0073470302461474,1.0108346207115513,1.0052352004384537,1.0160834324030865,1.0098419919869073,1.0100420762402662,1.0083860886657938,1.0047715846340288,1.0132941529145405,1.0198520667144377,0.9950264196952938,1.010434026788391,0.9936500464460102,0.9781528268346414,0.9415646288778394,0.9181107897993919,0.9067709575623626,0.8777525467857439,0.8852473398185002,0.8097751114586014,0.7994057612553104,0.7548451621688577,0.7300055825979648,0.6581819440756784,0.6883374664518929,1.9130820035934448,0.7016838788986206,1.3823480606079102,1.04845130443573,1.3439191579818726,1.3402386903762817,1.4340755939483643,1.5535671710968018,1.8066394329071045,1.839455246925354,1.8926891088485718,2.0351455211639404,1.6069190502166748,2.0562496185302734,1.855979084968567,2.0121073722839355,2.1648194789886475,2.1585912704467773,2.0807671546936035,2.1863834857940674,2.2821743488311768,2.076197624206543,2.18629789352417,1.9494094848632812,1.991746425628662,1.8189167976379395,1.9432504177093506,1.9323484897613525,1.6014976501464844,1.7666035890579224,1.7810890674591064,1.7340158224105835
