features,count,auc
"['L1_Entropy', 'L15_Fiedler', 'L26_Fiedler', 'L0_Fiedler', 'L6_HFER']",5,0.874939429981058
"['L1_Entropy', 'L30_Fiedler', 'L15_Fiedler', 'L26_Fiedler', 'L0_Fiedler']",5,0.8733255643523914
"['L1_Entropy', 'L30_Fiedler', 'L15_Fiedler', 'L0_Fiedler', 'L6_HFER']",5,0.8719359579674102
"['L1_Entropy', 'L30_Fiedler', 'L15_Fiedler', 'L23_Entropy', 'L0_Fiedler']",5,0.870830680266388
"['L30_Fiedler', 'L15_Fiedler', 'L26_Fiedler', 'L0_Fiedler', 'L6_HFER']",5,0.8703421154855012
"['L1_Entropy', 'L28_Fiedler', 'L15_Fiedler', 'L26_Fiedler', 'L0_Fiedler']",5,0.8692808887073457
"['L1_Entropy', 'L30_Fiedler', 'L15_Fiedler', 'L29_Smoothness', 'L0_Fiedler']",5,0.8691727637148545
"['L1_Entropy', 'L30_Fiedler', 'L15_Fiedler', 'L28_Smoothness', 'L0_Fiedler']",5,0.869124708162636
"['L1_Entropy', 'L30_Fiedler', 'L26_Fiedler', 'L0_Fiedler', 'L6_HFER']",5,0.8690846618691208
"['L1_Entropy', 'L30_Fiedler', 'L15_Fiedler', 'L27_Smoothness', 'L0_Fiedler']",5,0.8687642915209983
"['L1_Entropy', 'L30_Fiedler', 'L30_Smoothness', 'L15_Fiedler', 'L0_Fiedler']",5,0.8683037591455722
"['L1_Entropy', 'L15_Fiedler', 'L25_HFER', 'L26_Fiedler', 'L0_Fiedler']",5,0.8680394536083712
"['L1_Entropy', 'L30_Fiedler', 'L28_Fiedler', 'L26_Fiedler', 'L0_Fiedler']",5,0.8675749166035936
"['L28_Fiedler', 'L15_Fiedler', 'L26_Fiedler', 'L0_Fiedler', 'L6_HFER']",5,0.8675228564220239
"['L1_Entropy', 'L30_Fiedler', 'L15_Fiedler', 'L0_Fiedler']",4,0.8674307499469387
"['L1_Entropy', 'L30_Fiedler', 'L15_Fiedler', 'L25_HFER', 'L0_Fiedler']",5,0.8673987129121263
"['L1_Entropy', 'L15_Fiedler', 'L26_Fiedler', 'L26_HFER', 'L0_Fiedler']",5,0.8673306342131505
"['L1_Entropy', 'L30_Fiedler', 'L15_Fiedler', 'L23_HFER', 'L0_Fiedler']",5,0.8672144999619561
"['L1_Entropy', 'L30_Fiedler', 'L15_Fiedler', 'L27_Fiedler', 'L0_Fiedler']",5,0.8671664444097377
"['L1_Entropy', 'L30_Fiedler', 'L15_Fiedler', 'L24_HFER', 'L0_Fiedler']",5,0.8670703333053008
"['L1_Entropy', 'L15_Fiedler', 'L26_Fiedler', 'L23_HFER', 'L0_Fiedler']",5,0.8670703333053008
"['L1_Entropy', 'L30_Fiedler', 'L15_Fiedler', 'L19_HFER', 'L0_Fiedler']",5,0.867018273123731
"['L1_Entropy', 'L30_Fiedler', 'L28_Fiedler', 'L15_Fiedler', 'L0_Fiedler']",5,0.8670142684943796
"['L1_Entropy', 'L30_Fiedler', 'L15_Fiedler', 'L0_Fiedler', 'L19_Fiedler']",5,0.8668580879496698
"['L1_Entropy', 'L15_Fiedler', 'L26_Fiedler', 'L24_HFER', 'L0_Fiedler']",5,0.8668340601735607
"['L1_Entropy', 'L30_Fiedler', 'L15_Fiedler', 'L26_HFER', 'L0_Fiedler']",5,0.8666298240766328
"['L1_Entropy', 'L15_Fiedler', 'L28_Smoothness', 'L26_Fiedler', 'L0_Fiedler']",5,0.8663815370568376
"['L1_Entropy', 'L30_Smoothness', 'L15_Fiedler', 'L26_Fiedler', 'L0_Fiedler']",5,0.8662133426240735
"['L1_Entropy', 'L15_Fiedler', 'L26_Fiedler', 'L27_Smoothness', 'L0_Fiedler']",5,0.866165287071855
"['L1_Entropy', 'L15_Fiedler', 'L26_Fiedler', 'L29_Smoothness', 'L0_Fiedler']",5,0.8659890833803877
"['L1_Entropy', 'L15_Fiedler', 'L26_Fiedler', 'L19_HFER', 'L0_Fiedler']",5,0.8656847315496713
"['L1_Entropy', 'L30_Fiedler', 'L29_Fiedler', 'L15_Fiedler', 'L0_Fiedler']",5,0.8655605880397739
"['L1_Entropy', 'L28_Fiedler', 'L26_Fiedler', 'L0_Fiedler', 'L6_HFER']",5,0.8653403334254399
"['L15_Fiedler', 'L26_Fiedler', 'L29_Smoothness', 'L0_Fiedler', 'L6_HFER']",5,0.8637585048315853
"['L15_Fiedler', 'L26_Fiedler', 'L27_Smoothness', 'L0_Fiedler', 'L6_HFER']",5,0.8637464909435306
"['L1_Entropy', 'L29_Fiedler', 'L15_Fiedler', 'L26_Fiedler', 'L0_Fiedler']",5,0.8634541530008689
"['L15_Fiedler', 'L28_Smoothness', 'L26_Fiedler', 'L0_Fiedler', 'L6_HFER']",5,0.8632939678268079
"['L1_Entropy', 'L15_Fiedler', 'L26_Fiedler', 'L0_Fiedler']",4,0.863189847463668
"['L1_Entropy', 'L15_Fiedler', 'L26_Fiedler', 'L23_Entropy', 'L0_Fiedler']",5,0.8631177641353405
