is_hallucination,L0_HFER,L0_Fiedler,L0_Smoothness,L0_Entropy,L1_HFER,L1_Fiedler,L1_Smoothness,L1_Entropy,L2_HFER,L2_Fiedler,L2_Smoothness,L2_Entropy,L3_HFER,L3_Fiedler,L3_Smoothness,L3_Entropy,L4_HFER,L4_Fiedler,L4_Smoothness,L4_Entropy,L5_HFER,L5_Fiedler,L5_Smoothness,L5_Entropy,L6_HFER,L6_Fiedler,L6_Smoothness,L6_Entropy,L7_HFER,L7_Fiedler,L7_Smoothness,L7_Entropy,L8_HFER,L8_Fiedler,L8_Smoothness,L8_Entropy,L9_HFER,L9_Fiedler,L9_Smoothness,L9_Entropy,L10_HFER,L10_Fiedler,L10_Smoothness,L10_Entropy,L11_HFER,L11_Fiedler,L11_Smoothness,L11_Entropy,L12_HFER,L12_Fiedler,L12_Smoothness,L12_Entropy,L13_HFER,L13_Fiedler,L13_Smoothness,L13_Entropy,L14_HFER,L14_Fiedler,L14_Smoothness,L14_Entropy,L15_HFER,L15_Fiedler,L15_Smoothness,L15_Entropy,L16_HFER,L16_Fiedler,L16_Smoothness,L16_Entropy,L17_HFER,L17_Fiedler,L17_Smoothness,L17_Entropy,L18_HFER,L18_Fiedler,L18_Smoothness,L18_Entropy,L19_HFER,L19_Fiedler,L19_Smoothness,L19_Entropy,L20_HFER,L20_Fiedler,L20_Smoothness,L20_Entropy,L21_HFER,L21_Fiedler,L21_Smoothness,L21_Entropy,L22_HFER,L22_Fiedler,L22_Smoothness,L22_Entropy,L23_HFER,L23_Fiedler,L23_Smoothness,L23_Entropy,L24_HFER,L24_Fiedler,L24_Smoothness,L24_Entropy,L25_HFER,L25_Fiedler,L25_Smoothness,L25_Entropy,L26_HFER,L26_Fiedler,L26_Smoothness,L26_Entropy,L27_HFER,L27_Fiedler,L27_Smoothness,L27_Entropy
0,0.5398379564285278,0.49452314,0.8064526297700559,1.8119711875915527,0.014866199344396591,0.7435136,1.0490452664239576,0.5097696185112,0.02726525440812111,0.73455465,1.057633486514595,1.2486501932144165,0.037772465497255325,0.7517915,1.05836382482898,0.832877516746521,0.04213309660553932,0.6677996,1.0543766797361807,0.808334231376648,0.08870437741279602,0.6049187,1.0469774449842204,1.4247773885726929,0.1043592169880867,0.5416345,1.0385879972261316,1.5873727798461914,0.15585023164749146,0.45283362,1.030212005345877,1.8785207271575928,0.14886651933193207,0.45500702,1.0265652107149508,1.94998037815094,0.17340634763240814,0.44984958,1.0305301471793018,2.1210122108459473,0.1810174435377121,0.4383483,1.0211117777392402,1.9766359329223633,0.21500474214553833,0.36911476,1.0268079223221613,1.7983092069625854,0.203477680683136,0.35650986,1.03207542165002,2.232121229171753,0.1848074346780777,0.3862992,1.0586283746689291,2.271444797515869,0.17982937395572662,0.45747694,1.0689125637332348,2.004523754119873,0.17807522416114807,0.5431071,1.076559429663053,2.0380523204803467,0.12955749034881592,0.61977273,1.047441812845472,1.9136378765106201,0.13515746593475342,0.673254,0.9703226952927514,2.0288078784942627,0.14271682500839233,0.65010333,0.9747871237578771,1.9250354766845703,0.14457719027996063,0.6019046,0.8633871829517373,2.027268409729004,0.16779126226902008,0.69837505,0.6594151128560846,2.213563919067383,0.20370733737945557,0.7270287,0.5441815445772504,2.155853271484375,0.2086484134197235,0.7530611,0.4148466958917756,2.0950300693511963,0.23065823316574097,0.5771692,0.4135319087853532,2.303433418273926,0.29704877734184265,0.6387271,0.4484069046392382,2.377405881881714,0.28819674253463745,0.67307687,0.3271462309703614,2.273024559020996,0.32877418398857117,0.5026363,0.5255633494899727,2.3956851959228516,0.42804616689682007,0.5391691,0.7300797843551124,2.3837311267852783
1,0.5734698176383972,0.49546987,0.7865391443703539,1.5255507230758667,0.021121831610798836,0.719926,1.0945367561102515,0.3165639042854309,0.06941863894462585,0.7249239,1.1116257323171412,1.305350422859192,0.0835300162434578,0.74301976,1.1235389433921996,0.6685523390769958,0.08823183178901672,0.66687685,1.111950371271787,0.8567561507225037,0.17397211492061615,0.6063922,1.1074045173415759,1.5512102842330933,0.19821590185165405,0.5472362,1.0856936226759406,1.6195157766342163,0.23854069411754608,0.43747625,1.0705660938545318,1.7821557521820068,0.22578926384449005,0.44603834,1.068835892239603,2.223153829574585,0.24722784757614136,0.4269512,1.078916234957689,2.3101108074188232,0.24745221436023712,0.400225,1.052195182876021,2.3401966094970703,0.2766053080558777,0.342117,1.0673145972222613,2.1935818195343018,0.25115954875946045,0.3348897,1.06106039108337,2.4951488971710205,0.27319663763046265,0.37257755,1.1177795430659019,2.2926251888275146,0.2708103358745575,0.42022878,1.1050955933270676,2.3821394443511963,0.2993568181991577,0.4978108,1.1270216287433859,2.3476333618164062,0.27768033742904663,0.61849236,1.1077644110540517,2.118563175201416,0.2692706882953644,0.64971936,0.9607594505754522,2.347884178161621,0.28525781631469727,0.64571697,0.9403449501107597,2.408841609954834,0.27816617488861084,0.5867237,0.7854559714240157,2.2052667140960693,0.3247423470020294,0.6991004,0.4458317758811151,2.3460702896118164,0.3757811486721039,0.73271006,0.29681505076792286,2.3215389251708984,0.39771848917007446,0.7369952,0.13396705314419463,2.1370983123779297,0.3830646276473999,0.596121,0.15205130106204726,2.2479233741760254,0.4335673451423645,0.62993646,0.24292065071061955,2.361241340637207,0.46905702352523804,0.6613927,0.15960194620724535,2.2479941844940186,0.40279722213745117,0.497753,0.4223254331967744,2.2782039642333984,0.4865429997444153,0.51739144,0.7209190923071331,2.2133727073669434
1,0.57658851146698,0.48737377,0.7862640625749796,1.6009435653686523,0.0192288588732481,0.72258264,1.0800514836225592,0.44434654712677,0.046549711376428604,0.7373159,1.1021384636316829,1.4860599040985107,0.06303764134645462,0.7526694,1.1054324880563684,1.0446323156356812,0.08160346001386642,0.64690673,1.0940960672675257,0.8060979247093201,0.14490188658237457,0.56758654,1.0874335234935177,1.6090283393859863,0.17447711527347565,0.5175659,1.0689818999432046,1.8952558040618896,0.2264106422662735,0.41998953,1.054833745412045,1.9040110111236572,0.18697290122509003,0.43018264,1.0499313032675694,1.992191195487976,0.22286519408226013,0.41515562,1.0635700269135155,2.3930604457855225,0.2368745654821396,0.37388527,1.0426859574255436,2.240736722946167,0.26444944739341736,0.33315843,1.058182964940748,2.1583991050720215,0.2328454703092575,0.3300105,1.0651462663006108,2.5759849548339844,0.2515453100204468,0.360201,1.110192630806123,2.3355917930603027,0.24520255625247955,0.4235993,1.1191394701812498,2.443267345428467,0.2565730810165405,0.5078342,1.1685482141849575,2.3787546157836914,0.2413313388824463,0.63134146,1.171534322113598,2.08909010887146,0.22742079198360443,0.65268487,1.0750208147391898,2.4184112548828125,0.2453162521123886,0.62280124,1.0837318414888049,2.4649784564971924,0.24190860986709595,0.5920325,0.9467448918739735,2.1196422576904297,0.26306354999542236,0.67598975,0.6720524881086066,2.353442907333374,0.3154299855232239,0.72428596,0.5100945826682667,2.390368938446045,0.3286742568016052,0.7465366,0.3588656195214683,2.169361114501953,0.3123660683631897,0.6024298,0.3547659263289565,2.444326400756836,0.37061527371406555,0.63020337,0.40703869556284855,2.5055134296417236,0.38074904680252075,0.6637898,0.3168866255813555,2.3928120136260986,0.34804847836494446,0.4865641,0.4929982775095288,2.404268741607666,0.407480925321579,0.5031091,0.7327743429394288,2.403378963470459
1,0.5707883834838867,0.49181882,0.799294381035888,1.6846898794174194,0.015219703316688538,0.738612,1.0578629968331765,0.40476447343826294,0.038302600383758545,0.7343797,1.0696556769959815,0.9815913438796997,0.04777206853032112,0.7536644,1.071372647298708,0.8737785816192627,0.05246719345450401,0.6650987,1.0631159535386783,0.7250112295150757,0.10477131605148315,0.59198916,1.0565320855124485,1.4388012886047363,0.1263575404882431,0.5287356,1.0443428741510261,1.5761432647705078,0.181414395570755,0.41440114,1.0340168254141744,1.6569340229034424,0.17239920794963837,0.4503822,1.0295151533557407,2.3023242950439453,0.16997450590133667,0.44888133,1.0358239842932044,2.061671257019043,0.21295440196990967,0.39504156,1.0248448806732604,2.076111316680908,0.23655685782432556,0.30749813,1.0305954743845827,1.9465563297271729,0.22379934787750244,0.33402124,1.032430004087807,2.480048656463623,0.21452730894088745,0.3462146,1.0613463825788167,2.2151496410369873,0.19824692606925964,0.3959145,1.0704588921469111,2.1908175945281982,0.2004828304052353,0.49700552,1.086841666883701,2.2080748081207275,0.16131018102169037,0.60981816,1.0595613011442937,2.0507285594940186,0.16735540330410004,0.6366082,0.9704876586517478,1.9681841135025024,0.17193372547626495,0.623191,0.9725792756691991,2.0891313552856445,0.17344985902309418,0.5883865,0.8358669932146359,2.2563977241516113,0.2013912945985794,0.70469356,0.5974407240415511,2.424710512161255,0.24743866920471191,0.7140918,0.4577060878258923,2.3035969734191895,0.26503750681877136,0.7497189,0.3017743334151262,2.167833089828491,0.2929833233356476,0.6020271,0.33311580300736393,2.327382802963257,0.35191816091537476,0.647208,0.3527942368590493,2.3644766807556152,0.34551095962524414,0.6701706,0.23683038379366986,2.3366758823394775,0.36453142762184143,0.50787836,0.44778080344822335,2.3303003311157227,0.43110769987106323,0.5257582,0.7167445487547701,2.4293854236602783
1,0.5831654667854309,0.48747936,0.7897951420443664,1.5346553325653076,0.017082396894693375,0.73075837,1.0719330757214873,0.3008972108364105,0.054892800748348236,0.7359471,1.0874838852210134,1.2065132856369019,0.05745449662208557,0.7536333,1.0920401917914386,0.7916819453239441,0.06737421452999115,0.6612366,1.0840380982888422,0.7325735092163086,0.13294538855552673,0.591872,1.080601565407926,1.5021553039550781,0.16419248282909393,0.5181975,1.064992793194887,1.6743601560592651,0.21238917112350464,0.42161894,1.051358614801182,1.8772056102752686,0.18468964099884033,0.44911498,1.0470577870423667,2.2550015449523926,0.21206782758235931,0.42685568,1.0570182767579728,2.324709892272949,0.23590949177742004,0.39864007,1.0393332449748567,2.2607312202453613,0.24416670203208923,0.3231575,1.0484090016946888,1.9357975721359253,0.24632884562015533,0.3352878,1.0572528197782636,2.4316670894622803,0.24608665704727173,0.3764725,1.0945744655354233,2.1235358715057373,0.23623184859752655,0.42194006,1.103271681526353,2.2174229621887207,0.2521863579750061,0.5167157,1.143905870907679,2.273979663848877,0.20725400745868683,0.6106325,1.1389432525599363,2.064033031463623,0.21933235228061676,0.64950687,1.0358034427809686,2.226201295852661,0.22351409494876862,0.6413393,1.0342823284418696,2.275177478790283,0.21735407412052155,0.59436065,0.9068815233499798,2.1498961448669434,0.24125507473945618,0.7100993,0.6456325281175417,2.3656883239746094,0.2991355061531067,0.72362894,0.5017342757515786,2.2927017211914062,0.30225279927253723,0.7394918,0.34762480673244817,2.149909019470215,0.3286171555519104,0.61754864,0.3555438999345173,2.2714309692382812,0.3901391923427582,0.6298215,0.3997197796747635,2.3805441856384277,0.3811712861061096,0.6699356,0.32177342257457975,2.405078411102295,0.3857409954071045,0.49555308,0.4839872658785732,2.314891815185547,0.4579823315143585,0.5302192,0.7266145040737998,2.3260488510131836
0,0.5600988864898682,0.47839132,0.7981742077260927,1.7389769554138184,0.016809139400720596,0.727339,1.0625958465090193,0.3214852213859558,0.04044381529092789,0.7486963,1.0748469659153197,1.077793002128601,0.04248814284801483,0.75139034,1.0778104565225364,0.9693433046340942,0.056082237511873245,0.6684048,1.0742127478556158,0.9256737232208252,0.10869003087282181,0.5781131,1.0621576572154117,1.2952111959457397,0.12486300617456436,0.54160565,1.0494987417876585,1.718072533607483,0.17465710639953613,0.42696068,1.036534964313261,1.8233108520507812,0.15487387776374817,0.4370302,1.032517412205769,2.026468515396118,0.18103259801864624,0.43468648,1.0349323707793079,2.261415719985962,0.20061874389648438,0.3946409,1.0203507849460856,2.1345481872558594,0.20597544312477112,0.34359768,1.0309418015253342,1.9820280075073242,0.21010419726371765,0.3361154,1.0405012192669836,2.4575142860412598,0.20642924308776855,0.36086205,1.0695683522467994,2.3102564811706543,0.19540192186832428,0.42774045,1.0843288309152135,2.0167958736419678,0.20254093408584595,0.5082812,1.118518505463656,2.130277156829834,0.1600644737482071,0.6238165,1.1083704434061663,1.9594957828521729,0.17060689628124237,0.65414107,1.0299427659761118,2.0774712562561035,0.1793004274368286,0.6295424,1.0363083692310235,2.1113319396972656,0.17298902571201324,0.57645017,0.9181673482295722,2.0596420764923096,0.1932922899723053,0.70789045,0.715856975335004,2.3227617740631104,0.23240837454795837,0.7228714,0.5888244491672777,2.3083043098449707,0.2346087396144867,0.7356476,0.4542095198195941,2.128105401992798,0.2726559340953827,0.59902364,0.42829817340635346,2.3484158515930176,0.3303276300430298,0.62396276,0.46407508990126767,2.360461950302124,0.32334062457084656,0.6671664,0.3684058443777851,2.3540449142456055,0.3452794551849365,0.47974482,0.5207625099970036,2.385415554046631,0.39368847012519836,0.5044012,0.7220495013096199,2.5003063678741455
1,0.5656935572624207,0.48090634,0.7783501721829773,1.5608148574829102,0.0175507552921772,0.7277612,1.0852324038831798,0.45048239827156067,0.057447537779808044,0.71524704,1.1024318639869592,1.182276964187622,0.08042643964290619,0.74226636,1.1142096987463814,1.0372517108917236,0.07351838797330856,0.6540004,1.0977760593514698,1.0165295600891113,0.16081316769123077,0.5758676,1.0894100969038383,1.4722225666046143,0.17178398370742798,0.5263356,1.0749257726157901,1.6554021835327148,0.23181161284446716,0.40536964,1.0577093920813119,1.8046320676803589,0.19540178775787354,0.43615326,1.0557312030398875,2.1639182567596436,0.21946264803409576,0.41049483,1.0621810074289686,2.429389476776123,0.23475131392478943,0.37847152,1.0435490711223459,2.353349447250366,0.2668539881706238,0.30157253,1.052350894105015,2.189521312713623,0.2348640412092209,0.31318304,1.0506025025076398,2.529283046722412,0.25679343938827515,0.35490316,1.0964169747306853,2.2947263717651367,0.25163543224334717,0.3835152,1.0930698713417437,2.298022508621216,0.26824575662612915,0.4887348,1.1032791358920213,2.3500871658325195,0.24320462346076965,0.60250366,1.0934789770983353,2.2089388370513916,0.2404458075761795,0.6219458,0.962775170783898,2.266744613647461,0.2556816637516022,0.62626505,0.9651809818060941,2.3286478519439697,0.2391081303358078,0.5859315,0.8015133957468307,2.179621934890747,0.28010478615760803,0.6952906,0.4963630008552827,2.3377766609191895,0.35055074095726013,0.71504354,0.361231476653348,2.327119827270508,0.3469487726688385,0.73835665,0.23399133939641265,2.2821450233459473,0.35619601607322693,0.5946381,0.23012335754522126,2.281088352203369,0.4097209572792053,0.61329496,0.2976405195565395,2.4075920581817627,0.42044684290885925,0.65437603,0.23202423047506499,2.3996660709381104,0.39214026927948,0.48791143,0.4763820130401615,2.256855010986328,0.4470949172973633,0.5176349,0.7221807708906288,2.280055522918701
1,0.5549182295799255,0.4677832,0.7912936408095433,1.662949562072754,0.018935637548565865,0.72073936,1.0792531676496893,0.39256757497787476,0.05274002254009247,0.73754275,1.0920325998078284,1.4534587860107422,0.056053027510643005,0.74309474,1.1018106454023016,0.994480311870575,0.07159418612718582,0.66019666,1.0873494085296969,0.9580047130584717,0.13720598816871643,0.5875463,1.082378852654663,1.6656728982925415,0.15314549207687378,0.5306351,1.0698293847736933,1.6999099254608154,0.20681005716323853,0.4279563,1.0532471361821087,1.908913254737854,0.18605491518974304,0.44042808,1.0483712918790073,2.3837409019470215,0.20202085375785828,0.41806912,1.052557144961081,2.378002166748047,0.2254641205072403,0.39136627,1.0331483559757497,2.1599347591400146,0.24324017763137817,0.32658908,1.0438595237487558,2.1874630451202393,0.2130224108695984,0.31418386,1.0490916384685842,2.4855148792266846,0.23965783417224884,0.35572854,1.0907611598404734,2.311131000518799,0.2274012267589569,0.427266,1.0931467971481275,2.2418251037597656,0.2452082484960556,0.49644148,1.1135483947101352,2.341482162475586,0.20475360751152039,0.6040667,1.1037515422487023,2.1055409908294678,0.2128465622663498,0.6413897,1.0048177639631968,2.2389872074127197,0.22065216302871704,0.632779,1.0030574756697062,2.4146387577056885,0.22051429748535156,0.58576655,0.8625678464856326,2.2006702423095703,0.2442803680896759,0.6979067,0.5834079939498045,2.3573660850524902,0.2921052873134613,0.71734047,0.45408070793303545,2.3591036796569824,0.3083062171936035,0.74477816,0.3062416350509609,2.2199037075042725,0.3275022506713867,0.5937832,0.2949185258637384,2.358499765396118,0.3810880780220032,0.62154967,0.36411096527592796,2.3516454696655273,0.4115692973136902,0.6496603,0.24385517860637163,2.3125951290130615,0.37946832180023193,0.49311626,0.4793977778604984,2.301936388015747,0.42348867654800415,0.50303376,0.7255560893962482,2.385012149810791
1,0.5589652061462402,0.49619,0.7786041909564932,1.36991548538208,0.03249673172831535,0.72108036,1.1410101533673453,0.38112586736679077,0.10808008909225464,0.731277,1.1647145756290305,1.2202460765838623,0.14593417942523956,0.73646843,1.1902358945317504,1.1035993099212646,0.15859583020210266,0.64786357,1.1603186568791493,1.231390357017517,0.25907495617866516,0.5759808,1.1568635101052973,1.724621057510376,0.2702977955341339,0.5207985,1.122881709823127,1.808929443359375,0.30491727590560913,0.39418042,1.0988397747932852,2.091536045074463,0.2722563147544861,0.4214517,1.0890510296940237,2.227320432662964,0.2888317406177521,0.41093144,1.1014748972067203,2.3884053230285645,0.27683019638061523,0.3664153,1.063480034580202,2.3185548782348633,0.2983519732952118,0.3182377,1.0893432411251631,2.3464481830596924,0.2645060122013092,0.32344523,1.0815773837832412,2.626415491104126,0.306980699300766,0.3453457,1.1661942077691503,2.454097270965576,0.30272525548934937,0.38078672,1.159165119634508,2.6001951694488525,0.3454565107822418,0.4680476,1.238123004842997,2.4762768745422363,0.3693416714668274,0.60772437,1.266347084464671,2.3450751304626465,0.3534356355667114,0.6157668,1.0931331917704428,2.564095973968506,0.35327720642089844,0.6236193,1.062549509079703,2.5100278854370117,0.3617715537548065,0.5639775,0.8621192314456323,2.292691230773926,0.41932737827301025,0.6952294,0.4213841141460802,2.3865785598754883,0.46384167671203613,0.71458495,0.22678008793503376,2.2823667526245117,0.49156323075294495,0.7399029,0.03980518063218681,2.191236734390259,0.4622212052345276,0.590368,0.07673823124064152,2.140467643737793,0.48265257477760315,0.6249199,0.16908276835504546,2.2690160274505615,0.5017937421798706,0.6465576,0.13869202537069136,2.235874891281128,0.44230103492736816,0.48549822,0.40916812963128346,2.165076971054077,0.5006146430969238,0.50860035,0.7207680819706301,2.1717946529388428
1,0.5632097125053406,0.48934525,0.7772641187766046,1.3687750101089478,0.029898326843976974,0.71959645,1.129211213838755,0.3446504771709442,0.09980808943510056,0.73745966,1.1551442140340686,1.3747268915176392,0.12651503086090088,0.73506546,1.1778094012409739,0.9098005294799805,0.14145302772521973,0.65954185,1.1545537016533385,1.295632243156433,0.24644550681114197,0.59986997,1.1566616873747877,1.8327908515930176,0.2704707384109497,0.55919427,1.1273976924798093,1.9196590185165405,0.2982688248157501,0.434392,1.1061545864207263,2.0868654251098633,0.26440513134002686,0.44653064,1.1000951518057873,2.099472761154175,0.2900789678096771,0.42780897,1.115822104532106,2.437023162841797,0.2875036299228668,0.39167905,1.0699942021481135,2.3309123516082764,0.3105214834213257,0.3344909,1.0909287668067074,2.2840211391448975,0.26856541633605957,0.32419664,1.0898109763685893,2.6301193237304688,0.321017861366272,0.35854843,1.1694242710520262,2.3888320922851562,0.3111153542995453,0.41161582,1.1722061560179047,2.5543808937072754,0.35096475481987,0.49373952,1.2635885386118975,2.4558751583099365,0.36417311429977417,0.61103207,1.3020208038016032,2.3033852577209473,0.3526081442832947,0.6551445,1.1390637775929318,2.5276541709899902,0.36128535866737366,0.62469786,1.1199993703695,2.4887778759002686,0.3697453439235687,0.58483875,0.9764395395335281,2.2484827041625977,0.40589186549186707,0.6999181,0.5849728533042532,2.3222270011901855,0.4485778510570526,0.7194509,0.3983771544875122,2.2872154712677,0.4738321304321289,0.73939717,0.21376868809807717,2.2364654541015625,0.4631989300251007,0.59539527,0.21300314018834,2.1279819011688232,0.47778549790382385,0.6207712,0.3008372683325146,2.306614637374878,0.5221217274665833,0.65424055,0.2566544685673029,2.251582145690918,0.4476540982723236,0.48367858,0.4534993425080696,2.1607794761657715,0.4940818250179291,0.5181095,0.7195207578591758,2.1121277809143066
